Longitude,Latitude,Name,Location,City,State,Zip,Phone,Fax,Location,Lat Long
-104.5207,41.1602,TA Cheyenne,"I-80, Exit 377 (Hwy 217)",Cheyenne,WY,82003,307-547-3557,307-547-3420,"Cheyenne, WY","41.1602, -104.5207"
-110.5095,41.3144,TA Ft. Bridger,"I-80, Exit 30 (Bigelow Rd)",Ft. Bridger,WY,82933,307-782-3846,307-782-6623,"Ft. Bridger, WY","41.3144, -110.5095"
-107.2243,41.7762,TA Rawlins,"I-80, Exit 214 (Higley Blvd)",Rawlins,WY,82301,307-324-8722,307-328-9842,"Rawlins, WY","41.7762, -107.2243"
-84.2463,36.3771,TA Pioneer,"I-75, Exit 141 (Howard Baker Hwy)",Pioneer,TN,37847,423-566-9900,423-566-3700,"Pioneer, TN","36.3771, -84.2463"
-87.0964,41.6129,TA Porter South,"I-94, Exit 22B (US Hwy 20)",Porter,IN,46304,219-926-4871,219-921-0726,"Porter, IN","41.6129, -87.0964"
-87.2597,41.1456,TA DeMotte,"I-65, Exit 230 (St. Rd. 10)",DeMotte,IN,46310,219-987-7520,219-987-7692,"DeMotte, IN","41.1456, -87.2597"
-79.3779,37.8339,TA Lexington,"I-81/I-64, Exit 195 (N. Lee Hwy)",Lexington,VA,24450,540-463-3478,540-463-1016,"Lexington, VA","37.8339, -79.3779"
-84.9897,42.1065,TA Tekonsha,"I-69, Exit 25 (M 60-E.)",Tekonsha,MI,49092-0220,517-767-4135,517-767-3430,"Tekonsha, MI","42.1065, -84.9897"
-85.0811,42.3029,TA Battle Creek,"I-94, Exit 104 (Eleven Mile Rd.)",Battle Creek,MI,49014,269-965-7721,269-968-4233,"Battle Creek, MI","42.3029, -85.0811"
-110.2108,34.9054,TA Holbrook,"I-40, Exit 283 (Express Dr.)",Holbrook,AZ,86025,928-524-3006,928-524-9181,"Holbrook, AZ","34.9054, -110.2108"
-71.6638,41.6081,TA West Greenwich,"I-95, Exit 5B (Victory Hwy)",West Greenwich,RI,2817,401-397-7774,401-397-3844,"West Greenwich, RI","41.6081, -71.6638"
-80.5917,35.925,TA Mocksville,"I-40, Exit 170 (US 601)",Mocksville,NC,27028,336-751-3815,336-751-4994,"Mocksville, NC","35.925, -80.5917"
-92.4459,41.6978,TA Brooklyn,"I-80, Exit 197",Brooklyn,IA,52211,641-522-4569,641-522-4580,"Brooklyn, IA","41.6978, -92.4459"
-81.5799,31.1381,TA Brunswick,"I-95, Exit 29",Brunswick,GA,31523,912-279-3386,912-279-3389,"Brunswick, GA","31.1381, -81.5799"
-114.1298,46.9485,TA Missoula,"I-90, Exit 96 (Hwy 93)",Missoula,MT,59808,406-549-2327,406-721-3719,"Missoula, MT","46.9485, -114.1298"
